Unnamed: 0,TARGET,CODENAME,REAL NAME,GENDER,RELATIONSHIP STATUS,ALIGNMENT,HEIGHT,WEIGHT,EYECOLOR,HAIRCOLOR,IDENTIFIES AS,BIRTHPLACE,CITIZENSHIP,EDUCATION,EXPERIENCE,INTELLIGENCE,STRENGTH,SPEED,DURABILITY,ENERGY,FIGHTING,PROFILE PIC,FAVORITE HANGOUTS,DETAILED FILE,POWERS URL
393,Luna Maximoff,Luna,Luna Maximoff,Female ,Single,Good ,46,47.0,Blue ,Blond,Heterosexual,"Attilan, Blue Area of the Moon","Attilan, New Attilan",Homeschooled,Adventurer,2,2,2,2,3,2,https://static.wikia.nocookie.net/marveldatabase/images/3/3e/Luna_Maximoff_%28Earth-616%29_from_All-New_Inhumans_Vol_1_11_001.PNG/revision/latest/scale-to-width-down/250?cb=20161017021310,"New Attilan, Hudson River, Upper New York Bay",https://marvel.fandom.com/wiki/Luna_Maximoff_(Earth-616),https://marvel.fandom.com/wiki/Luna_Maximoff_(Earth-616)#Powers_and_Abilities
394,Silhouette Chord,Silhouette,Silhouette Chord,Female ,Single,Good ,66,105.0,Brown ,Black,Heterosexual,"Newark, New Jersey","American, Cambodian",Homeschooled,Adventurer,2,4,10,3,5,5,https://static.wikia.nocookie.net/marveldatabase/images/c/c6/Silhouette_Chord_%28Earth-616%29_from_Ironheart_Vol_1_9_001.jpg/revision/latest/scale-to-width-down/284?cb=20190923000417,"Presumably Chinatown, Manhattan, New York City",https://marvel.fandom.com/wiki/Silhouette_Chord_(Earth-616),https://marvel.fandom.com/wiki/Silhouette_Chord_(Earth-616)#Powers_and_Abilities
395,Attuma,Attuma,Attuma,Male ,Married,Bad ,80,410.0,Brown ,Black,Heterosexual,"Skarka, Atlantic Ocean",Atlantean,Homeschooled,"Barbarian chieftain, former warlord would-be conqueror",2,5,3,3,1,4,https://static.wikia.nocookie.net/marveldatabase/images/a/a9/Attuma_%28Earth-616%29_from_Marvel_War_of_Heroes_001.jpg/revision/latest/scale-to-width-down/305?cb=20140812001935,"Skarka, Atlantic Ocean; Atlantis, Atlantis Ocean",https://marvel.fandom.com/wiki/Attuma_(Earth-616),https://marvel.fandom.com/wiki/Attuma_(Earth-616)#Powers_and_Abilities
396,Sally Blevins,Sally Blevins,Sally Blevins,Female ,Single,Good ,65,115.0,Blue ,Blond,Heterosexual,"Newark, New Jersey","American, Krakoan",Homeschooled,"Agent of S.H.I.E.L.D., adventurer; former terrorist, student",2,2,3,6,3,3,https://static.wikia.nocookie.net/marveldatabase/images/4/47/Sally_Blevins_%28Earth-616%29_from_Tales_of_Suspense_Vol_1_103_001.jpg/revision/latest/scale-to-width-down/298?cb=20180326020759,"Peak VII, Krakoa, Pacific Ocean; formerly, Xavier Institute for Higher Learning front lawn, Salem Center, Westchester County, New York; Avalon; X-Corporation L.A. Branch, Los Angeles, California; Phillips Academy, Exeter, New Hampshire; Ship; X-Factor Complex, New York, New York; The Alley, Manhattan, New York",https://marvel.fandom.com/wiki/Sally_Blevins_(Earth-616),https://marvel.fandom.com/wiki/Sally_Blevins_(Earth-616)#Powers_and_Abilities
397,James Sanders,Speed Demon,James Sanders,Male ,Single,Neutral ,71,175.0,Brown ,Blond,Heterosexual,"New York City, New York",American,Homeschooled,"Adventurer, professional criminal, former pharmaceutical chemist",3,3,5,3,1,3,https://static.wikia.nocookie.net/marveldatabase/images/2/27/Superior_Foes_of_Spider-Man_Vol_1_3_Bagley_Variant_Textless.jpg/revision/latest/scale-to-width-down/328?cb=20130813234347,Mobile,https://marvel.fandom.com/wiki/James_Sanders_(Earth-616),https://marvel.fandom.com/wiki/James_Sanders_(Earth-616)#Powers_and_Abilities
398,Andreas von Strucker,Black Knight,Andreas von Strucker,Male ,Single,Neutral ,69,165.0,Blue ,Blond,Heterosexual,"Newark, New Jersey","Madripoorian, German, Krakoan",Homeschooled,"Adventurer; former terrorist, club owner, licensed superhero",2,3,2,2,5,5,https://static.wikia.nocookie.net/marveldatabase/images/9/9c/Andreas_von_Strucker_%28Earth-616%29_from_Black_Panther_Vol_6_6_001.jpg/revision/latest/scale-to-width-down/220?cb=20160916015300,"Krakoa, Pacific Ocean",https://marvel.fandom.com/wiki/Andreas_von_Strucker_(Earth-616),https://marvel.fandom.com/wiki/Andreas_von_Strucker_(Earth-616)#Powers_and_Abilities
399,Patricia Tilby,Trish Tilby,"Patricia ""Trish"" Tilby",Female ,Divorced,Good ,66,119.0,Blue ,Black,Heterosexual,"New York City, New York",American,Homeschooled,"Television reporter; former anchor, talk show host, screenwriter",3,2,2,2,1,1,https://static.wikia.nocookie.net/marveldatabase/images/0/07/Patricia_Tilby_%28Earth-616%29_from_New_X-Men_Vol_2_21_001.jpg/revision/latest/scale-to-width-down/305?cb=20210315161715,"New York City, New York",https://marvel.fandom.com/wiki/Patricia_Tilby_(Earth-616),https://marvel.fandom.com/wiki/Patricia_Tilby_(Earth-616)#Powers_and_Abilities
400,Michael Collins,Deathlok,"Michael ""Mike"" Collins",Male ,Married,Good ,73,200.0,Brown ,Brown,Heterosexual,"Philadelphia, Pennsylvania",American,"Ph.D. in Prosthetics/neuroscience, master degree in computer science","Adventurer, vigilante, computer consultant, software engineer, video game programmer",5,13,3,6,4,4,https://static.wikia.nocookie.net/marveldatabase/images/b/b7/Michael_Collins_%28Earth-616%29_from_Beyond%21_Vol_1_3_cover_001.jpg/revision/latest/scale-to-width-down/332?cb=20200329201526,"Paterson, New Jersey; Coney Island, Brooklyn, New York City, New York",https://marvel.fandom.com/wiki/Michael_Collins_(Earth-616),https://marvel.fandom.com/wiki/Michael_Collins_(Earth-616)#Powers_and_Abilities
401,Eric Williams,Grim Reaper,Eric Williams,Male ,Single,Bad ,76,225.0,Blue ,Grey,Heterosexual,"Paterson, New Jersey",American,Homeschooled,Professional criminal,2,2,2,2,6,4,https://static.wikia.nocookie.net/marveldatabase/images/6/60/Chaos_War_Dead_Avengers_Vol_1_2_Textless.jpg/revision/latest/scale-to-width-down/329?cb=20110303173719,Mobile,https://marvel.fandom.com/wiki/Eric_Williams_(Earth-616),https://marvel.fandom.com/wiki/Eric_Williams_(Earth-616)#Powers_and_Abilities
402,Gaea,Gaea,Gaea citation needed,Female ,Married,Good ,71,175.0,MultiColored,MultiColored,Heterosexual,Earth,American,5 billion years of life experience,Patron Goddess of Earth; Mother Nature; Primordial Earth Mother to many pantheonsOceanic Primordial Earth Mother  and childbirth and fertility goddess Asgardian Primordial Earth Mother and All-MotherEgyptian goddess of war and hunting,7,7,7,7,7,1,https://static.wikia.nocookie.net/marveldatabase/images/3/31/Gaea_%28Earth-616%29_from_Journey_Into_Mystery_Vol_1_655_001.jpg/revision/latest/scale-to-width-down/199?cb=20161218005709,Earth,https://marvel.fandom.com/wiki/Gaea_(Earth-616),https://marvel.fandom.com/wiki/Gaea_(Earth-616)#Powers_and_Abilities
403,Raza Longknife,Raza,Raza Longknife,Male ,Widowed,Neutral ,71,250.0,One Eye,Orange,Heterosexual,Shi'ar Galaxy,Shi'ar Empire,Homeschooled,"Adventurer, privateer",2,3,2,2,1,5,https://static.wikia.nocookie.net/marveldatabase/images/a/ac/Raza_Longknife_%28Earth-616%29_from_X-Men_Blue_Vol_1_22_001.jpg/revision/latest/scale-to-width-down/257?cb=20180616234412,Mobile in the Shi'ar galaxy on the starship Starjammer,https://marvel.fandom.com/wiki/Raza_Longknife_(Earth-616),https://marvel.fandom.com/wiki/Raza_Longknife_(Earth-616)#Powers_and_Abilities
404,Selene Gallio,Selene,Selene,Female ,Widowed,Bad ,70,130.0,Brown ,Black,Heterosexual,"Transylvania, Romania","Roman Republic, Nova Roman, Krakoan",Self-taught over centuries,"Sorceress, adventurer; former self-styled goddess, Catholic nun",11,11,11,7,13,4,https://static.wikia.nocookie.net/marveldatabase/images/4/49/Captain_America_Vol_9_5_Textless.jpg/revision/latest/scale-to-width-down/327?cb=20180821174317,"Krakoa, Pacific Ocean",https://marvel.fandom.com/wiki/Selene_Gallio_(Earth-616),https://marvel.fandom.com/wiki/Selene_Gallio_(Earth-616)#Powers_and_Abilities
405,Michiko Musashi,Turbo,"Michiko ""Mickey"" Musashi",Female ,Single,Good ,66,120.0,Brown ,Black,Heterosexual,"Newark, New Jersey",American,Homeschooled,"Student, former adventurer",3,4,5,3,4,3,https://static.wikia.nocookie.net/marveldatabase/images/7/73/Michiko_Musashi_%28Earth-616%29_from_All-New_Official_Handbook_of_the_Marvel_Universe_Vol_1_11_0001.png/revision/latest/scale-to-width-down/195?cb=20090406052545,"Avengers Compound, Los Angeles, California; formerly Holy Trinity Church, Los Angeles; New York City",https://marvel.fandom.com/wiki/Michiko_Musashi_(Earth-616),https://marvel.fandom.com/wiki/Michiko_Musashi_(Earth-616)#Powers_and_Abilities
406,Skaar,Skaar,Skaar,Male ,Single,Good ,63,105.0,Green ,Black,Heterosexual,Sakaar,Sakaaran,Homeschooled,"Adventurer, hunter",3,7,3,6,2,4,https://static.wikia.nocookie.net/marveldatabase/images/1/19/Skaar_%28Earth-616%29_from_Hulk_Vol_3_7.jpg/revision/latest/scale-to-width-down/210?cb=20141018201249,"Paris, ",https://marvel.fandom.com/wiki/Skaar_(Earth-616),https://marvel.fandom.com/wiki/Skaar_(Earth-616)#Powers_and_Abilities
407,Roxanne Simpson,Roxanne Blaze,Roxanne Simpson Blaze,Female ,Married,Good ,68,115.0,MultiColored,MultiColored,Heterosexual,"Newark, New Jersey",American,Homeschooled,Demon; former circus performer,2,4,2,4,1,3,https://static.wikia.nocookie.net/marveldatabase/images/8/8a/Roxanne_Simpson_%28Earth-616%29_from_Ghost_Rider_Vol_3_81_0001.jpg/revision/latest/scale-to-width-down/350?cb=20200209180939,Hell,https://marvel.fandom.com/wiki/Roxanne_Simpson_(Earth-616),https://marvel.fandom.com/wiki/Roxanne_Simpson_(Earth-616)#Powers_and_Abilities
408,Sinthea Shmidt,Sin,Sinthea Shmidt,Female ,Single,Bad ,65,113.0,Brown ,Bald,Heterosexual,Germany,German,Trained and educated by the followers of the Red Skull,"Terrorist Mastermind leader for the Third Reich, would-be world conqueror",2,8,5,8,6,4,https://static.wikia.nocookie.net/marveldatabase/images/d/de/Sinthea_Shmidt_%28Earth-616%29_from_Secret_Empire_Vol_1_6_Villain_Variant_Textless_cover_001.jpg/revision/latest/scale-to-width-down/202?cb=20170625055204,"Avengers Mansion, Manhattan, New York City, New York",https://marvel.fandom.com/wiki/Sinthea_Shmidt_(Earth-616),https://marvel.fandom.com/wiki/Sinthea_Shmidt_(Earth-616)#Powers_and_Abilities
409,George Washington Bridge,G.W. Bridge,George Washington Bridge,Male ,Widowed,Good ,73,230.0,Brown ,White,Heterosexual,"Newark, New Jersey",American,Homeschooled,"Espionage agent, one of J.A.N.U.S.' leaders; former director of S.H.I.E.L.D., acting liaison on mutant affairs, mercenary",3,2,2,2,1,4,https://static.wikia.nocookie.net/marveldatabase/images/4/40/George_Washington_Bridge_%28Earth-616%29_from_Cable_%26_Deadpool_Vol_1_7_001.jpg/revision/latest/scale-to-width-down/350?cb=20191206024926,"New York City, New York",https://marvel.fandom.com/wiki/George_Washington_Bridge_(Earth-616),https://marvel.fandom.com/wiki/George_Washington_Bridge_(Earth-616)#Powers_and_Abilities
410,Molly Hayes,Molly Hayes,Molly Hayes,Female ,Single,Good ,59,97.0,Green ,Brown,Heterosexual,"Los Angeles, California",American,Middle school student,Adventurer,2,4,2,3,1,2,https://static.wikia.nocookie.net/marveldatabase/images/2/2c/Runaways_Vol_5_29_Textless.jpg/revision/latest/scale-to-width-down/329?cb=20191124074255,"New York City, New York",https://marvel.fandom.com/wiki/Molly_Hayes_(Earth-616),https://marvel.fandom.com/wiki/Molly_Hayes_(Earth-616)#Powers_and_Abilities
411,Klaus Voorhees,King Cobra,Klaus Voorhees,Male ,Single,Bad ,70,160.0,Blue ,Bald,Heterosexual,"Rotterdam, Netherlands","Dutch, American","High school graduate, vocational training","Professional criminal, mercenary; former research assistant",2,2,3,3,1,4,https://static.wikia.nocookie.net/marveldatabase/images/f/fb/Klaus_Voorhees_%28Earth-616%29_from_All-New_Official_Handbook_of_the_Marvel_Universe_Update_Vol_1_2_0002.jpg/revision/latest/scale-to-width-down/307?cb=20200508215353,"Serpent Citadel, Bronx, New York City, New York",https://marvel.fandom.com/wiki/Klaus_Voorhees_(Earth-616),https://marvel.fandom.com/wiki/Klaus_Voorhees_(Earth-616)#Powers_and_Abilities
412,Vanisher,Vanisher,Unknown,Male ,Single,Neutral ,65,175.0,Green ,Bald,Heterosexual,"Boston, Massachusetts","American, Krakoan",Homeschooled,Adventurer; former professional criminal and subversive,2,2,9,2,3,2,https://static.wikia.nocookie.net/marveldatabase/images/a/a7/Vanisher_%28Earth-616%29_from_Uncanny_X-Men_Vol_5_19_001.png/revision/latest/scale-to-width-down/331?cb=20190608234221,"Peak VII, Krakoa, Pacific Ocean",https://marvel.fandom.com/wiki/Vanisher_(Earth-616),https://marvel.fandom.com/wiki/Vanisher_(Earth-616)#Powers_and_Abilities
413,Skurge,Executioner,Skurge,Male ,Single,Bad ,86,1100.0,Blue ,Black,Heterosexual,"Jotunheim, Asgard","Asgardian,  ; formerly Jotunheim",Unrevealed,"Warrior, warlordFormerlyco-ruler of Casiolena's realm",2,5,10,6,7,6,https://static.wikia.nocookie.net/marveldatabase/images/2/20/Angela_Queen_of_Hel_Vol_1_4_Textless.jpg/revision/latest/scale-to-width-down/350?cb=20151224040735,Asgard's Reach,https://marvel.fandom.com/wiki/Skurge_(Earth-616),https://marvel.fandom.com/wiki/Skurge_(Earth-616)#Powers_and_Abilities
414,Bernadette Rosenthal,Bernadette Rosenthal,Bernadette Rosenthal,Female ,Divorced,Neutral,69,145.0,Green ,Auburn,Heterosexual,"Walter Reed Army Medical center, Washington, D.C.",American,University of Wisconsin --JD in law,"Attorney-at-Law; former glassblower, pottery teacher",3,2,2,2,1,2,https://static.wikia.nocookie.net/marveldatabase/images/b/b3/Bernadette_Rosenthal_%28Earth-616%29_from_Captain_America_Vol_1_600_0001.jpg/revision/latest/scale-to-width-down/246?cb=20180502011339,"Brooklyn, New York City",https://marvel.fandom.com/wiki/Bernadette_Rosenthal_(Earth-616),https://marvel.fandom.com/wiki/Bernadette_Rosenthal_(Earth-616)#Powers_and_Abilities
415,Nathan Lubensky,Nathan R. Lubensky,Nathan R. Lubensky ,Male ,Single,Good ,68,140.0,Blue ,White,Heterosexual,"Columbia, Missouri",American,Homeschooled,Retired vaudevillian,2,1,1,1,1,1,https://static.wikia.nocookie.net/marveldatabase/images/8/85/Peter_Parker_and_Nathan_Lubensky_%28Earth-616%29_from_Amazing_Spider-Man_Vol_1_254_002.png/revision/latest/scale-to-width-down/350?cb=20131016204459,"New York City, New York",https://marvel.fandom.com/wiki/Nathan_Lubensky_(Earth-616),https://marvel.fandom.com/wiki/Nathan_Lubensky_(Earth-616)#Powers_and_Abilities
416,David Haller,Legion,David Charles Haller,Male ,Single,Good ,69,130.0,Blue ,Black,Heterosexual,Israel,"Israeli, British, Krakoan",Homeschooled,Adventurer; former student,7,8,8,8,13,8,https://static.wikia.nocookie.net/marveldatabase/images/5/5e/New_Mutants_Vol_3_21_Textless.jpg/revision/latest/scale-to-width-down/329?cb=20111202164532,"New York City, New York",https://marvel.fandom.com/wiki/David_Haller_(Earth-616),https://marvel.fandom.com/wiki/David_Haller_(Earth-616)#Powers_and_Abilities
417,Lemar Hoskins,Battlestar,Lemar Hoskins,Male ,Married,Good ,78,285.0,Brown ,Black,Heterosexual,"Chicago, Illinois",American,High school level graduate,"Adventurer; former mercenary, federal operative, soldier",2,4,2,6,1,4,https://static.wikia.nocookie.net/marveldatabase/images/e/e4/Lemar_Hoskins_%28Earth-616%29_from_Captain_America_Sam_Wilson_Vol_1_15_001.jpg/revision/latest/scale-to-width-down/246?cb=20161227092238,"Chicago, Illinois",https://marvel.fandom.com/wiki/Lemar_Hoskins_(Earth-616),https://marvel.fandom.com/wiki/Lemar_Hoskins_(Earth-616)#Powers_and_Abilities
418,Donald Pierce,Donald Pierce,Donald Pierce,Male ,Single,Bad ,74,220.0,Blue ,Blond,Heterosexual,"Newark, New Jersey",American,Homeschooled,"Industrialist, subversive, Madripoor's ambassador to the United Nations",5,5,3,7,6,4,https://static.wikia.nocookie.net/marveldatabase/images/9/96/Donald_Pierce_%28Earth-616%29_from_Young_X-Men_Vol_1_4_001.jpg/revision/latest/scale-to-width-down/323?cb=20170320171402,Madripoor,https://marvel.fandom.com/wiki/Donald_Pierce_(Earth-616),https://marvel.fandom.com/wiki/Donald_Pierce_(Earth-616)#Powers_and_Abilities
419,Joseph Chapman,Union Jack,Joseph Chapman,Male ,Single,Good ,76,238.0,Blue ,Brown,Heterosexual,"Manchester, England","English, British",Degree in art.,"Adventurer, painter; former art student",2,3,2,3,1,4,https://static.wikia.nocookie.net/marveldatabase/images/f/fc/Union_Jack_Vol_2_1_Textless.jpg/revision/latest/scale-to-width-down/331?cb=20120729215237,"Infiltrator carrier, United Kingdom",https://marvel.fandom.com/wiki/Joseph_Chapman_(Earth-616),https://marvel.fandom.com/wiki/Joseph_Chapman_(Earth-616)#Powers_and_Abilities
420,Karolina Dean,Karolina Dean,Karolina Dean,Female ,Engaged,Good ,69,115.0,Blue ,Blond,Homosexual,"Hollywood, California","American, Majesdanian",College dropout,Adventurer,2,3,3,5,4,2,https://static.wikia.nocookie.net/marveldatabase/images/d/d9/Runaways_Vol_5_24_Textless.jpg/revision/latest/scale-to-width-down/329?cb=20190524175602,"New York City, New York",https://marvel.fandom.com/wiki/Karolina_Dean_(Earth-616),https://marvel.fandom.com/wiki/Karolina_Dean_(Earth-616)#Powers_and_Abilities
421,Bastion,Bastion,Sebastion Gilberti ,Male ,Single,Bad ,75,375.0,Hazel ,White,Heterosexual,Siege Perilous,American,Homeschooled,Mutant exterminator; former government operative,5,4,3,7,4,4,https://static.wikia.nocookie.net/marveldatabase/images/1/1a/Sebastion_Gilberti_%28Earth-616%29_from_X-Men_Blue_Vol_1_3_002.jpg/revision/latest/scale-to-width-down/218?cb=20170511135529,"New York City, New York",https://marvel.fandom.com/wiki/Bastion_(Earth-616),https://marvel.fandom.com/wiki/Bastion_(Earth-616)#Powers_and_Abilities
422,Satana Hellstrom,Satana,Satana Hellstrom,Female ,Single,Bad ,67,120.0,Red ,Red,Heterosexual,"Greentown, Massachusetts","American, Hell",Homeschooled,"Succubus, sorceress",3,4,10,6,6,2,https://static.wikia.nocookie.net/marveldatabase/images/3/32/Satana_Hellstrom_%28Earth-616%29_from_Doctor_Strange_Vol_4_14_001.jpg/revision/latest/scale-to-width-down/319?cb=20161119202325,Mobile,https://marvel.fandom.com/wiki/Satana_Hellstrom_(Earth-616),https://marvel.fandom.com/wiki/Satana_Hellstrom_(Earth-616)#Powers_and_Abilities
423,Laynia Petrovna,Darkstar,Laynia Sergeievna Petrovna ,Female ,Single,Good ,66,125.0,Brown ,Blond,Heterosexual,"Minsk, Belarus","Belarussian, Russian, Soviet",Homeschooled,Government agent; Adventurer,2,2,10,3,5,4,https://static.wikia.nocookie.net/marveldatabase/images/7/72/Laynia_Petrovna_%28Earth-616%29_from_Avengers_Vol_8_10_002.jpg/revision/latest/scale-to-width-down/345?cb=20190201235133,"Winter Guard Mansion, Moscow, Russia",https://marvel.fandom.com/wiki/Laynia_Petrovna_(Earth-616),https://marvel.fandom.com/wiki/Laynia_Petrovna_(Earth-616)#Powers_and_Abilities
424,Night Raven ,Night Raven,Unknown,Male ,Single,Good ,73,115.0,Grey ,Bald,Heterosexual,"Southern Alberta, Canada",Canadian,High school drop-out,"Vigilante, crime-fighter, former soldier",3,4,2,6,1,6,https://static.wikia.nocookie.net/marveldatabase/images/9/98/Night_Raven_%28Vigilante%29_%28Earth-616%29_from_Twelve_Vol_1_1_0001.jpg/revision/latest/scale-to-width-down/230?cb=20200101082522,Mobile,https://marvel.fandom.com/wiki/Night_Raven_(Vigilante)_(Earth-616),https://marvel.fandom.com/wiki/Night_Raven_(Vigilante)_(Earth-616)#Powers_and_Abilities
425,Kavita Rao,Dr. Kavita Rao,Dr. Kavita Rao,Female ,Single,Good ,69,133.0,Brown ,Black,Heterosexual,"Calcutta, India",Indian,PhDs in mutant genetics and biochemistry,"Scientist: Geneticist, biochemist, physician",5,2,2,2,1,2,https://static.wikia.nocookie.net/marveldatabase/images/e/ed/Kavita_Rao_%28Earth-616%29_from_Uncanny_X-Men_Vol_2_5_0001.png/revision/latest/scale-to-width-down/350?cb=20140115095947,"New York City, New York",https://marvel.fandom.com/wiki/Kavita_Rao_(Earth-616),https://marvel.fandom.com/wiki/Kavita_Rao_(Earth-616)#Powers_and_Abilities
426,Frederick Foswell,Big Man,"Frederick Foswell, Sr.",Male ,Married,Neutral ,65,157.0,Blue ,Brown,Heterosexual,"Queens, New York City, New York",American,College education,"Reporter, professional criminal, crimelord",3,2,2,2,1,2,https://static.wikia.nocookie.net/marveldatabase/images/d/df/Ferederick_Foswell_%28Earth-616%29_from_Official_Handbook_of_the_Marvel_Universe_Vol_4_12_0001.jpg/revision/latest/scale-to-width-down/183?cb=20190811152819,"New York City, New York",https://marvel.fandom.com/wiki/Frederick_Foswell_(Earth-616),https://marvel.fandom.com/wiki/Frederick_Foswell_(Earth-616)#Powers_and_Abilities
